MMAF_CODE,MMSI,COLCT_DT,LATITUDE,LONGITUDE,LANTERN_STATUS,RACON_STATUS,DATALOGGER_STATUS,SPARE_STATUS,MAIN_VOLT_STATUS,SOLAR_VOLT_STATUS,BATTERY_VOLT_STATUS,SPARE_VOLT_STATUS,AIS_CURR_STATUS,LANTERN_CURR_STATUS,DATALOGGER_CURR_STATUS,CHARGER_CURR_STATUS,DISCHARGER_CURR_STATUS
105,994401035,2.0181E+13,0,0,1,,2,0,12.9,25.5,25.5,0,0,0,0,,2.37
105,994401027,2.0181E+13,0,0,1,,2,0,12.2,25.5,25.5,0,0,0,0,,1.82
105,994401028,2.0181E+13,0,0,0,,2,0,12.1,0,12.9,0,0,0,0,,0.4
105,994401027,2.0181E+13,0,0,1,,2,0,12.2,25.5,25.5,0,0,0,0,,1.82
105,994401035,2.0181E+13,0,0,1,,2,0,12.9,25.5,25.5,0,0,0,0,,2.37
105,994401028,2.0181E+13,0,0,0,,2,0,12.1,0,12.9,0,0,0,0,,0.4
105,994401028,2.0181E+13,0,0,0,,2,0,12.1,0,12.9,0,0,0,0,,0.4
105,994403663,2.0181E+13,36.12526667,125.9683833,0,2,2,0,11.8,0,0,0,0.46,0.12,0,,0.02
105,994401036,2.0181E+13,36.96938333,125.8536667,0,2,2,0,14,0,13.9,0,0.07,0.06,0,,0.58
105,994402692,2.0181E+13,36.89497222,126.1503056,1,,2,0,12.9,0,12.8,0,0,0,0,,0.3
105,994402692,2.0181E+13,36.89497222,126.1503056,1,,2,0,12.9,0,12.8,0,0,0,0,,0.3
105,994401036,2.0181E+13,36.96938333,125.8536667,0,2,2,0,14,0,13.9,0,0.07,0.06,0,,0.58
105,994402692,2.0181E+13,36.89497222,126.1503056,1,,2,0,12.9,0,12.8,0,0,0,0,,0.3
105,994401036,2.0181E+13,36.96938333,125.8536667,0,2,2,0,14,0,13.9,0,0.07,0.06,0,,0.58
105,994401023,2.0181E+13,37.32806667,126.2227,0,2,2,0,13.9,0,15.3,0,0.05,0,0,,0.46
105,994401023,2.0181E+13,37.32806667,126.2227,0,2,2,0,13.9,0,15.3,0,0.05,0,0,,0.46
105,994402692,2.0181E+13,36.89497222,126.1503056,1,,2,0,12.9,0,12.8,0,0,0,0,,0.3
